url,parent,title,sku,price
/product/smartfon-apple-iphone-se-2020-new-128gb-white,/catalog/smartfony/apple,Смартфон Apple iPhone SE 2020 (новая комплектация) 128Gb White,0101-7364,41990
/product/smartfon-apple-iphone-12-mini-256gb-sinij,/catalog/smartfony/apple,Смартфон Apple iPhone 12 Mini 256Gb Синий,0101-7307,69990
/product/smartfon-apple-iphone-12-mini-64gb-belyj,/catalog/smartfony/apple,Смартфон Apple iPhone 12 Mini 64Gb Белый,0101-7348,55990
/product/smartfon-apple-iphone-12-256gb-zelenyj,/catalog/smartfony/apple,Смартфон Apple iPhone 12 256Gb Зеленый,0101-7344,79990
/product/smartfon-apple-iphone-11-new-256gb-zelenyj,/catalog/smartfony/apple,Смартфон Apple iPhone 11 (новая комплектация) 256Gb Зеленый,0101-7398,79990
/product/smartfon-apple-iphone-se-2020-new-128gb-red,/catalog/smartfony/apple,Смартфон Apple iPhone SE 2020 (новая комплектация) 128Gb Red,0101-7365,41990
/product/smartfon-apple-iphone-12-mini-256gb-zelenyj,/catalog/smartfony/apple,Смартфон Apple iPhone 12 Mini 256Gb Зеленый,0101-7305,69990
/product/smartfon-apple-iphone-12-mini-256gb-fioletovyj,/catalog/smartfony/apple,Смартфон Apple iPhone 12 Mini 256Gb Фиолетовый,0101-7589,69990
/product/smartfon-apple-iphone-12-mini-256gb-belyj,/catalog/smartfony/apple,Смартфон Apple iPhone 12 Mini 256Gb Белый,0101-7304,69990
/product/smartfon-apple-iphone-xr-new-128gb-yellow-zhjeltyj,/catalog/smartfony/apple,Смартфон Apple iPhone XR (новая комплектация) 128Gb Yellow (Жёлтый),0101-7377,46990
/product/smartfon-apple-iphone-xr-new-128gb-blue-sinij,/catalog/smartfony/apple,Смартфон Apple iPhone XR (новая комплектация) 128Gb Blue (Синий),0101-7379,46990
/product/smartfon-apple-iphone-12-mini-64gb-zelenyj,/catalog/smartfony/apple,Смартфон Apple iPhone 12 Mini 64Gb Зеленый,0101-7349,55990
/product/smartfon-apple-iphone-11-pro-256gb-temno-zelenyj,/catalog/smartfony/apple,Смартфон Apple iPhone 11 Pro 256Gb Темно-зеленый,0101-6902,91990
/product/smartfon-apple-iphone-11-pro-256gb-seryj-kosmos,/catalog/smartfony/apple,Смартфон Apple iPhone 11 Pro 256Gb Серый космос,0101-6900,91990
/product/smartfon-apple-iphone-12-256gb-product-red,/catalog/smartfony/apple,Смартфон Apple iPhone 12 256Gb (PRODUCT)Red,0101-7345,79990
/product/smartfon-apple-iphone-12-pro-512gb-tikhookeanskij-sinij,/catalog/smartfony/apple,Смартфон Apple iPhone 12 Pro 512Gb «Тихоокеанский синий»,0101-7322,116990
/product/smartfon-apple-iphone-11-pro-64gb-tjemno-zeljenyj,/catalog/smartfony/apple,Смартфон Apple iPhone 11 Pro 64Gb Тёмно-зелёный,0101-6898,78990
/product/smartfon-apple-iphone-12-pro-512gb-zolotoj,/catalog/smartfony/apple,Смартфон Apple iPhone 12 Pro 512Gb Золотой,0101-7320,116990
/product/smartfon-apple-iphone-11-pro-64gb-seryj-kosmos,/catalog/smartfony/apple,Смартфон Apple iPhone 11 Pro 64Gb Серый космос,0101-6896,78990
/product/smartfon-apple-iphone-11-pro-max-256gb-tjemno-zeljenyj,/catalog/smartfony/apple,Смартфон Apple iPhone 11 Pro Max 256Gb Тёмно-зелёный,0101-6890,94990
/product/smartfon-apple-iphone-12-pro-512gb-grafitovyj,/catalog/smartfony/apple,Смартфон Apple iPhone 12 Pro 512Gb Графитовый,0101-7319,116990
/product/smartfon-apple-iphone-se-2020-256gb-red,/catalog/smartfony/apple,Смартфон Apple iPhone SE 2020 256Gb Red,0101-7162,51990
/product/smartfon-apple-iphone-se-2020-new-256gb-red,/catalog/smartfony/apple,Смартфон Apple iPhone SE 2020 (новая комплектация) 256Gb Red,0101-7368,48990
/product/smartfon-apple-iphone-11-pro-256gb-zolotoj,/catalog/smartfony/apple,Смартфон Apple iPhone 11 Pro 256Gb Золотой,0101-6903,91990
/product/smartfon-apple-iphone-xr-new-128gb-coral-korallovyj,/catalog/smartfony/apple,Смартфон Apple iPhone XR (новая комплектация) 128Gb Coral (Коралловый),0101-7380,46990
/product/smartfon-apple-iphone-12-mini-256gb-product-red,/catalog/smartfony/apple,Смартфон Apple iPhone 12 Mini 256Gb (PRODUCT)RED,0101-7306,69990
/product/smartfon-apple-iphone-12-pro-512gb-serebristyj,/catalog/smartfony/apple,Смартфон Apple iPhone 12 Pro 512Gb Серебристый,0101-7323,116990
/product/smartfon-apple-iphone-se-2020-64gb-black,/catalog/smartfony/apple,Смартфон Apple iPhone SE 2020 64Gb Black,0101-7154,37990
/product/smartfon-apple-iphone-11-pro-max-256gb-seryj-kosmos,/catalog/smartfony/apple,Смартфон Apple iPhone 11 Pro Max 256Gb Серый космос,0101-6911,94990
/product/smartfon-apple-iphone-se-2020-256gb-black,/catalog/smartfony/apple,Смартфон Apple iPhone SE 2020 256Gb Black,0101-7160,51990
/product/smartfon-apple-iphone-se-2020-256gb-white,/catalog/smartfony/apple,Смартфон Apple iPhone SE 2020 256Gb White,0101-7161,51990
/product/smartfon-apple-iphone-se-2020-new-256gb-white,/catalog/smartfony/apple,Смартфон Apple iPhone SE 2020 (новая комплектация) 256Gb White,0101-7367,48990
/product/smartfon-apple-iphone-11-pro-max-64gb-temno-zelenyj,/catalog/smartfony/apple,Смартфон Apple iPhone 11 Pro Max 64Gb Темно-зеленый,0101-6889,84990
/product/smartfon-apple-iphone-11-pro-512gb-temno-zelenyj,/catalog/smartfony/apple,Смартфон Apple iPhone 11 Pro 512Gb Темно-зеленый,0101-6906,110390
/product/smartfon-apple-iphone-11-pro-64gb-zolotoj,/catalog/smartfony/apple,Смартфон Apple iPhone 11 Pro 64Gb Золотой,0101-6899,78990
/product/smartfon-apple-iphone-11-256gb-krasnyj,/catalog/smartfony/apple,Смартфон Apple iPhone 11 256Gb Красный,0101-6895,79990
/product/smartfon-apple-iphone-11-pro-max-64gb-seryj-kosmos,/catalog/smartfony/apple,Смартфон Apple iPhone 11 Pro Max 64Gb Серый космос,0101-6908,84990
/product/smartfon-apple-iphone-11-256gb-chernyj,/catalog/smartfony/apple,Смартфон Apple iPhone 11 256Gb Черный,0101-6888,79990
/product/smartfon-apple-iphone-11-pro-max-64gb-zolotoj,/catalog/smartfony/apple,Смартфон Apple iPhone 11 Pro Max 64Gb Золотой,0101-6910,84990
/product/smartfon-apple-iphone-11-64gb-zheltyj,/catalog/smartfony/apple,Смартфон Apple iPhone 11 64Gb Желтый,0101-6878,47990
/product/smartfon-apple-iphone-11-pro-max-512gb-zolotoj,/catalog/smartfony/apple,Смартфон Apple iPhone 11 Pro Max 512Gb Золотой,0101-6916,115990
/product/smartfon-apple-iphone-13-256gb-rozovyj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 256Gb Розовый,0101-7756,94990
/product/smartfon-apple-iphone-13-512gb-product-red,/catalog/smartfony/apple,Смартфон Apple iPhone 13 512Gb (PRODUCT)RED,0101-7802,98990
/product/smartfon-apple-iphone-13-pro-max-128gb-serebristyj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 Pro Max 128Gb Серебристый,0101-7789,139990
/product/smartfon-apple-iphone-13-pro-max-256gb-grafitovyj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 Pro Max 256Gb Графитовый,0101-7790,159990
/product/smartfon-apple-iphone-13-pro-max-256gb-zolotoj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 Pro Max 256Gb Золотой,0101-7791,159990
/product/smartfon-apple-iphone-13-pro-max-256gb-nebesno-goluboj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 Pro Max 256Gb Небесно-голубой,0101-7792,159990
/product/smartfon-apple-iphone-13-pro-max-256gb-serebristyj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 Pro Max 256Gb Серебристый,0101-7793,159990
/product/smartfon-apple-iphone-13-pro-max-512gb-serebristyj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 Pro Max 512Gb Серебристый,0101-7797,209990
/product/smartfon-apple-iphone-13-pro-max-1tb-zolotoj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 Pro Max 1TB Золотой,0101-7799,239990
/product/smartfon-apple-iphone-13-512gb-tjemnaja-noch,/catalog/smartfony/apple,Смартфон Apple iPhone 13 512Gb Тёмная ночь,0101-7800,98990
/product/smartfon-apple-iphone-13-512gb-sijajushchaja-zvezda,/catalog/smartfony/apple,Смартфон Apple iPhone 13 512Gb Сияющая звезда,0101-7801,98990
/product/smartfon-apple-iphone-13-512gb-sinij,/catalog/smartfony/apple,Смартфон Apple iPhone 13 512Gb Синий,0101-7803,98990
/product/smartfon-apple-iphone-13-pro-max-128gb-zolotoj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 Pro Max 128Gb Золотой,0101-7787,139990
/product/smartfon-apple-iphone-13-128gb-tjemnaja-noch,/catalog/smartfony/apple,Смартфон Apple iPhone 13 128Gb Тёмная ночь,0101-7804,87990
/product/smartfon-apple-iphone-13-128gb-product-red,/catalog/smartfony/apple,Смартфон Apple iPhone 13 128Gb (PRODUCT)RED,0101-7806,87990
/product/smartfon-apple-iphone-13-128gb-sinij,/catalog/smartfony/apple,Смартфон Apple iPhone 13 128Gb Синий,0101-7807,87990
/product/smartfon-apple-iphone-13-256gb-tjemnaja-noch,/catalog/smartfony/apple,Смартфон Apple iPhone 13 256Gb Тёмная ночь,0101-7808,94990
/product/smartfon-apple-iphone-13-256gb-sijajushchaja-zvezda,/catalog/smartfony/apple,Смартфон Apple iPhone 13 256Gb Сияющая звезда,0101-7809,94990
/product/smartfon-apple-iphone-13-256gb-product-red,/catalog/smartfony/apple,Смартфон Apple iPhone 13 256Gb (PRODUCT)RED,0101-7810,94990
/product/smartfon-apple-iphone-13-256gb-sinij,/catalog/smartfony/apple,Смартфон Apple iPhone 13 256Gb Синий,0101-7811,94990
/product/smartfon-apple-iphone-13-mini-512gb-tjemnaja-noch,/catalog/smartfony/apple,Смартфон Apple iPhone 13 mini 512Gb Тёмная ночь,0101-7812,89990
/product/smartfon-apple-iphone-13-mini-512gb-sijajushchaja-zvezda,/catalog/smartfony/apple,Смартфон Apple iPhone 13 mini 512Gb Сияющая звезда,0101-7813,89990
/product/smartfon-apple-iphone-13-pro-max-1tb-serebristyj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 Pro Max 1TB Серебристый,0101-7815,239990
/product/smartfon-apple-iphone-13-pro-max-128gb-nebesno-goluboj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 Pro Max 128Gb Небесно-голубой,0101-7788,139990
/product/smartfon-apple-iphone-13-pro-max-128gb-grafitovyj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 Pro Max 128Gb Графитовый,0101-7786,139990
/product/smartfon-apple-iphone-13-mini-512gb-rozovyj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 mini 512Gb Розовый,0101-7757,89990
/product/smartfon-apple-iphone-13-mini-256gb-sijajushchaja-zvezda,/catalog/smartfony/apple,Смартфон Apple iPhone 13 mini 256Gb Сияющая звезда,0101-7767,79990
/product/smartfon-apple-iphone-13-mini-128gb-rozovyj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 mini 128Gb Розовый,0101-7758,69990
/product/smartfon-apple-iphone-13-mini-256gb-rozovyj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 mini 256Gb Розовый,0101-7759,79990
/product/smartfon-apple-iphone-13-mini-512gb-product-red,/catalog/smartfony/apple,Смартфон Apple iPhone 13 mini 512Gb (PRODUCT)RED,0101-7760,89990
/product/smartfon-apple-iphone-13-mini-512gb-sinij,/catalog/smartfony/apple,Смартфон Apple iPhone 13 mini 512Gb Синий,0101-7761,89990
/product/smartfon-apple-iphone-13-mini-128gb-tjemnaja-noch,/catalog/smartfony/apple,Смартфон Apple iPhone 13 mini 128Gb Тёмная ночь,0101-7762,69990
/product/smartfon-apple-iphone-13-mini-128gb-sijajushchaja-zvezda,/catalog/smartfony/apple,Смартфон Apple iPhone 13 mini 128Gb Сияющая звезда,0101-7763,69990
/product/smartfon-apple-iphone-13-mini-128gb-product-red,/catalog/smartfony/apple,Смартфон Apple iPhone 13 mini 128Gb (PRODUCT)RED,0101-7764,69990
/product/smartfon-apple-iphone-13-mini-128gb-sinij,/catalog/smartfony/apple,Смартфон Apple iPhone 13 mini 128Gb Синий,0101-7765,69990
/product/smartfon-apple-iphone-13-mini-256gb-tjemnaja-noch,/catalog/smartfony/apple,Смартфон Apple iPhone 13 mini 256Gb Тёмная ночь,0101-7766,79990
/product/smartfon-apple-iphone-13-mini-256gb-product-red,/catalog/smartfony/apple,Смартфон Apple iPhone 13 mini 256Gb (PRODUCT)RED,0101-7768,79990
/product/smartfon-apple-iphone-13-pro-1tb-nebesno-goluboj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 Pro 1Tb Небесно-голубой,0101-7784,169990
/product/smartfon-apple-iphone-13-mini-256gb-sinij,/catalog/smartfony/apple,Смартфон Apple iPhone 13 mini 256Gb Синий,0101-7769,79990
/product/smartfon-apple-iphone-13-pro-128gb-grafitovyj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 Pro 128Gb Графитовый,0101-7770,129990
/product/smartfon-apple-iphone-13-pro-128gb-zolotoj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 Pro 128Gb Золотой,0101-7771,129990
/product/smartfon-apple-iphone-13-pro-128gb-nebesno-goluboj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 Pro 128Gb Небесно-голубой,0101-7772,129990
/product/smartfon-apple-iphone-13-pro-128gb-serebristyj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 Pro 128Gb Серебристый,0101-7773,129990
/product/smartfon-apple-iphone-13-pro-256gb-grafitovyj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 Pro 256Gb Графитовый,0101-7774,139990
/product/smartfon-apple-iphone-13-pro-256gb-zolotoj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 Pro 256Gb Золотой,0101-7775,139990
/product/smartfon-apple-iphone-13-pro-256gb-nebesno-goluboj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 Pro 256Gb Небесно-голубой,0101-7776,139990
/product/smartfon-apple-iphone-13-pro-512gb-serebristyj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 Pro 512Gb Серебристый,0101-7781,149990
/product/smartfon-apple-iphone-13-512gb-rozovyj,/catalog/smartfony/apple,Смартфон Apple iPhone 13 512Gb Розовый,0101-7754,98990
/product/smartfon-apple-iphone-11-pro-max-512gb-seryj-kosmos-kak-novyj,/catalog/smartfony/apple,Смартфон Apple iPhone 11 Pro Max 512Gb Как новый Серый космос,0101-7972,64990
/product/smartfon-samsung-galaxy-a23-4-64gb-chernyj-sm-a235fzkus,/catalog/smartfony/samsung,Смартфон Samsung Galaxy A23 4/64Gb Черный (SM-A235FZKUS),0101-8146,16990
/product/smartfon-samsung-galaxy-a52-4-128gb-fioletovyj-sm-a525flvds,/catalog/smartfony/samsung,Смартфон Samsung Galaxy A52 4/128Gb Фиолетовый (SM-A525FLVDS),0101-8167,29990
/product/smartfon-samsung-galaxy-a53-6-128gb-goluboj-sm-a536elbds,/catalog/smartfony/samsung,Смартфон Samsung Galaxy A53 6/128Gb Голубой (SM-A536ELBDS),0101-8149,31990
/product/smartfon-samsung-galaxy-a03-core-2-32gb-black,/catalog/smartfony/samsung,Смартфон Samsung Galaxy A03 Core 2/32Gb Black,0101-7929,9990
/product/smartfon-samsung-galaxy-a22s-4-128gb-gray,/catalog/smartfony/samsung,Смартфон Samsung Galaxy A22s 4/128Gb Gray,0101-7923,19990
/product/smartfon-samsung-f711-galaxy-z-flip3-8-128gb-beige,/catalog/smartfony/samsung,Смартфон Samsung Galaxy Z Flip3 8/128Gb Бежевый,0101-7718,75990
/product/smartfon-samsung-galaxy-s22-ultra-8-128gb-burgundi-sm-s908bdrds,/catalog/smartfony/samsung,Смартфон Samsung Galaxy S22 Ultra 8/128Gb Бургунди (SM-S908BDRDS),0101-8157,124990
/product/smartfon-samsung-galaxy-s22-plus-8-256gb-rozovoe-zoloto-sm-s906bidgs,/catalog/smartfony/samsung,Смартфон Samsung Galaxy S22 Plus 8/256Gb Розовое золото (SM-S906BIDGS),0101-8154,99990
/product/smartfon-samsung-a525-galaxy-a52-256gb-black,/catalog/smartfony/samsung,Смартфон Samsung Galaxy A52 8/256Gb Black,0101-7532,36990
/product/smartfon-samsung-a525-galaxy-a52-128gb-black,/catalog/smartfony/samsung,Смартфон Samsung Galaxy A52 4/128Gb Черный,0101-7529,29990
/product/smartfon-samsung-galaxy-m52-6-128gb-black,/catalog/smartfony/samsung,Смартфон Samsung Galaxy M52 6/128Gb Black,0101-7828,30890
/product/smartfon-samsung-g780-galaxy-s20-fe-6-128gb-blue,/catalog/smartfony/samsung,Смартфон Samsung Galaxy S20 FE 6/128Gb Синий,0101-7271,43990
/product/smartfon-samsung-g996-galaxy-s21-plus-128gb-purple,/catalog/smartfony/samsung,Смартфон Samsung Galaxy S21 Plus 8/128Gb Purple,0101-7487,89990
/product/smartfon-samsung-a127-galaxy-a12-4-64gb-black,/catalog/smartfony/samsung,Смартфон Samsung Galaxy A12 (2021) 4/64Gb Black,0101-7710,15490
/product/smartfon-samsung-galaxy-a22s-4-128gb-mint,/catalog/smartfony/samsung,Смартфон Samsung Galaxy A22s 4/128Gb Mint,0101-7925,19990
/product/smartfon-samsung-galaxy-s21fe-6-128gb-gray,/catalog/smartfony/samsung,Смартфон Samsung Galaxy S21 FE 6/128Gb Gray,0101-7941,59990
/product/smartfon-samsung-g780-galaxy-s20-fe-6-128gb-lavender,/catalog/smartfony/samsung,Смартфон Samsung Galaxy S20 FE 6/128Gb Лаванда,0101-7273,43990
/product/smartfon-samsung-m127-galaxy-m12-4-64gb-black,/catalog/smartfony/samsung,Смартфон Samsung Galaxy M12 4/64Gb Black,0101-7623,14990
/product/smartfon-samsung-galaxy-a03s-3-32gb-black,/catalog/smartfony/samsung,Смартфон Samsung Galaxy A03s 3/32Gb Black,0101-7732,10990
/product/smartfon-samsung-a127-galaxy-a12-4-128gb-blue,/catalog/smartfony/samsung,Смартфон Samsung Galaxy A12 (2021) 4/128Gb Blue,0101-7706,16990
/product/smartfon-samsung-a022-galaxy-a02-2-32gb-red,/catalog/smartfony/samsung,Смартфон Samsung Galaxy A02 2/32Gb Red,0101-7500,8490
/product/smartfon-samsung-a525-galaxy-a52-256gb-blue,/catalog/smartfony/samsung,Смартфон Samsung Galaxy A52 8/256Gb Blue,0101-7534,36990
/product/smartfon-samsung-a525-galaxy-a52-128gb-lavender,/catalog/smartfony/samsung,Смартфон Samsung Galaxy A52 4/128Gb Фиолетовый,0101-7530,29990
/product/smartfon-samsung-a525-galaxy-a52-128gb-blue,/catalog/smartfony/samsung,Смартфон Samsung Galaxy A52 4/128Gb Синий,0101-7531,29990
/product/smartfon-samsung-galaxy-a12-2021-3-32gb-mts-launcher-black,/catalog/smartfony/samsung,Смартфон Samsung Galaxy A12 (2021) 3/32Gb MTS Launcher Black,0101-7977,13490
/product/smartfon-samsung-a325-galaxy-a32-4-128gb-black,/catalog/smartfony/samsung,Смартфон Samsung Galaxy A32 4/128Gb Black,0101-7522,24990
/product/smartfon-samsung-galaxy-a22s-4-64gb-grey,/catalog/smartfony/samsung,Смартфон Samsung Galaxy A22s 4/64Gb Grey,0101-7926,17990
/product/smartfon-samsung-a225-galaxy-a22-4-64gb-black,/catalog/smartfony/samsung,Смартфон Samsung Galaxy A22 4/64Gb Black,0101-7647,18990
